season,episode,dialouge
,,
5,8,"Peter, you will be the police officer
"
,,
5,8,"and Quagmire,
"
,,
5,8,"you will be the suspect.
"
,,
5,8,"Begin.
"
,,
5,8,"Sir, I suspect you are
"
,,
5,8,"in possession of drugs,
"
,,
5,8,"and I'm going to have to give you
"
,,
5,8,"a full cavity search. Drop your pants.
"
,,
5,8,"Uh, Peter, you don't have
"
,,
5,8,"to pull your pants down.
"
,,
5,8," Oh, sorry. I'm still learning.
"
,,
5,8," All right, start the search.
"
,,
5,8,"I think that's everything.
"
,,
5,8,"You want me to double-check?
"
,,
5,8,"Hi, honey.
"
,,
5,8,"What?
"
,,
5,8,"I was thinking about our kiss last night.
"
,,
5,8,"I never knew how flat and wide
"
,,
5,8,"your tongue was.
"
,,
5,8,"Yeah...
"
,,
5,8,"You know, I thought about
"
,,
5,8,"how you stood up for me at the dance,
"
,,
5,8,"and all the nice things you said.
"
,,
5,8,"We should totally be
"
,,
5,8,"boyfriend and girlfriend.
"
,,
5,8,"Well, Meg, uh, you know what's strange?
"
,,
5,8,"I-I-I think I might be gay.
"
,,
5,8,"I saw this penis on the Internet today
"
,,
5,8,"and I thought to myself :
"
,,
5,8,"""Well, that's...""
"
,,
5,8," ""that's just fine.""
"
,,
5,8," I'm going to the mall later.
"
,,
5,8,"Maybe you can come and help me
"
,,
5,8,"pick out some underwear.
"
,,
5,8,"I don't think that's gonna
"
,,
5,8,"be a possibility. I have...
"
,,
5,8,"plans, um...
"
,,
5,8,"with Chris.
"
,,
5,8,"Chris and I have plans this afternoon.
"
,,
5,8," We do?
"
,,
5,8," Yeah, we're doing that thing.
"
,,
5,8,"We're doing...
"
,,
5,8,"what you usually do
"
,,
5,8,"on a Thursday afternoon.
"
,,
5,8,"Masturbate?
"
,,
5,8,"That's it.
"
,,
5,8,"That's what we're going to do together.
"
,,
5,8,"Well, maybe back to back, but
"
,,
5,8,"I gotta tell you I'm not 100% on this.
"
,,
5,8,"Oh, there's the cute prom couple.
"
,,
5,8,"Hi, Mom. Is it cool if Brian and I
"
,,
5,8,"go to the mall this afternoon?
"
,,
5,8,"Actually, I thought I was pretty clear...
"
,,
5,8,"Oh, of course it's okay.
"
,,
5,8,"Ever since that dance,
"
,,
5,8,"you two have become such good friends.
"
,,
5,8," Who would have thought?
"
,,
5,8," Oh, we're more than friends, Mom.
"
,,
5,8," Last night at the dance, Brian...
"
,,
5,8," Last night, we decided to be best friends.
"
,,
5,8,"Right, Meg? Come on.
"
,,
5,8,"Let's go to the mall. We'll get ya...
"
,,
5,8,"get ya a big ol' pretzel.
"
,,
5,8,"I want a pretzel, too!
"
,,
5,8,"Everyone, this is Brian.
"
,,
5,8," Oh, this is Brian.
"
,,
5,8," He does look like Ben Affleck.
"
,,
5,8," He looks just like Ben Affleck.
"
,,
5,8," Is that Ben Affleck?
"
,,
5,8," Hey.
"
,,
5,8," So, how did you guys meet?
"
,,
5,8,"I'm, uh, a friend of her dad's.
"
,,
5,8," Ooh, he's older.
"
,,
5,8," He's cute.
"
,,
5,8," Do you have a brother?
"
,,
5,8," Makeup and stickers and ponies
"
,,
5,8,"and mySpace.com.
"
,,
5,8,"Brian's the first serious boyfriend
"
,,
5,8,"I've ever had.
"
,,
5,8,"Uh, Meg, can I talk to you
"
,,
5,8,"for a second?
"
,,
5,8,"Look, this has gone a little too far.
"
,,
5,8,"I like you. I think you're great, but
"
,,
5,8,"what happened at the dance was...
"
,,
5,8,"I mean, that kiss was just a mistake.
"
,,
5,8,"Oh, no. Did I do something wrong?
"
,,
5,8,"Was it because
"
,,
5,8,"I didn't sniff your butt first?
"
,,
5,8,"What? No! I mean, yes, that's how
"
,,
5,8,"I would know you're interested, but
"
,,
5,8,"Meg, the fact is that you and I are friends,
"
,,
5,8,"and that's the way it needs to stay.
"
,,
5,8,"Besides, I have a girlfriend.
"
,,
5,8,"I'm dating Jillian.
"
,,
5,8,"All right, Brian. I understand.
"
,,
5,8,"Good. I'm gonna grab Stewie,
"
,,
5,8,"and then we can go.
"
,,
5,8,"What's that, Brian?
"
,,
5,8,"Oh, you were just kidding.
"
,,
5,8,"I know you were.
"
,,
5,8,"I love you, too, Brian.
"
,,
5,8,"And you love me.
"
,,
5,8,"You do love me, Brian.
"
,,
5,8," Hey, Brian
"
,,
5,8," Oh, Meg, hey.
"
,,
5,8,"Hey, listen, I hope you're feeling all
"
,,
5,8,"right about out little talk the other day.
"
,,
5,8,"You know, about us being
"
,,
5,8,"just friends and all.
"
,,
5,8,"Yeah. No, I'm fine, I'm fine.
"
,,
5,8,"And...
"
,,
5,8,"hey, look, I wanted to thank you
"
,,
5,8,"for being so great to me.
"
,,
5,8," So, I baked you a pie.
"
,,
5,8," Oh, wow. Hey, that looks delicious.
"
,,
5,8,"Mmm, oh, this is good.
"
,,
5,8,"What's in there?
"
,,
5,8,"Well, there's some apples
"
,,
5,8,"and some cinnamon
"
,,
5,8," and my hair.
"
,,
5,8," What?
"
,,
5,8,"My hair's in the pie, Brian.
"
,,
5,8,"And now it's inside of you.
"
,,
5,8,"Part of me is inside of you, Brian.
"
,,
5,8,"Do you feel me, Brian?
"
,,
5,8,"Do you feel me inside of you?
"
,,
5,8,"Ooh, you got some pie, huh?
"
,,
5,8,"Can I have a piece?
"
,,
5,8," Uh, sure.
"
,,
5,8," Let me have some of that Cool ""Hwhip?""
"
,,
5,8," What'd you say?
"
,,
5,8," You can't have a pie without Cool Hwhip.
"
,,
5,8," Cool Hwhip?
"
,,
5,8," Cool Hwhip, yeah.
"
,,
5,8," You mean Cool Whip.
"
,,
5,8," Yeah, Cool Hwhip.
"
,,
5,8," Cool Whip.
"
,,
5,8," Cool Hwhip.
"
,,
5,8," Cool Whip.
"
,,
5,8," Cool Hwhip.
"
,,
5,8,"You're saying it weird. Why are you
"
,,
5,8,"putting so much emphasison the ""H""?
"
,,
5,8,"What are you talking about?
"
,,
5,8,"I'm just saying it, Cool Hwhip.
"
,,
5,8,"You put Cool Hwhip on pie.
"
,,
5,8,"Pie tastes better with Cool Hwhip.
"
,,
5,8," Say ""whip.""
"
,,
5,8," Whip.
"
,,
5,8," Now say Cool Whip.
"
,,
5,8," Cool Hwhip.
"
,,
5,8," Cool Whip.
"
,,
5,8," Cool Hwhip.
"
,,
5,8," Cool Whip.
"
,,
5,8," Cool Hwhip.
"
,,
5,8,"You're eating hair!
"
,,
5,8,"Well, Lois, I am now a graduate
"
,,
5,8,"of the Quahog Police Academy.
"
,,
5,8,"And an official on-duty cop.
"
,,
5,8,"I can't believe I'm married
"
,,
5,8,"to a big, scary police officer.
"
,,
5,8,"Just keep your eyes on the eggs, ma'am.
"
,,
5,8,"Yes, officer!
"
,,
5,8," You are such a dirty cop.
"
,,
5,8," Don't break those yolks, ma'am.
"
,,
5,8," Oh, my God, Lois, I hit you!
"
,,
5,8," I know.
"
,,
5,8,"Now stick your finger in there
"
,,
5,8,"and twist it!
"
,,
5,8,"Hey, uh, Lois, can I talk to you
"
,,
5,8,"for a second?
"
,,
5,8,"I think we may have
"
,,
5,8,"a problem with Meg.
"
,,
5,8,"You're telling me.
"
,,
5,8,"She's been locked in her room all day.
"
,,
5,8,"Who knows what she's doing
"
,,
5,8,"up there.
"
,,
5,8,"Yeah, well, the thing is, Meg is
"
,,
5,8,"becoming a little enamored with me,
"
,,
5,8,"and I'm kind of losing control
"
,,
5,8,"of the situation.
"
,,
5,8,"Oh, she's just grateful
"
,,
5,8,"you took her to the dance.
"
,,
5,8,"Well, uh, I think
"
,,
5,8,"it's more than that. Uh...
"
,,
5,8,"So, here's the thing, and don't get mad.
"
,,
5,8,"And that part I can't stress enough.
"
,,
5,8,"That's a great shirt, by the way.
"
,,
5,8,"Um, I may have made out with Meg.
"
,,
5,8,"Okay, I had that coming.
"
,,
5,8,"What the hell is wrong with you,
"
,,
5,8,"you sick bastard?!
"
,,
5,8," Look, I was drinking...
"
,,
5,8," Oh, what a shock!
"
,,
5,8,"Look, the short version is,
"
,,
5,8,"this morning, she made me
"
,,
5,8,"eat the hair in her pie.
"
,,
5,8,"No, it's not what you think.
"
,,
5,8,"Stewie had some, too.
"
,,
5,8," Stop punching me!
"
,,
5,8," Look, Brian,
"
,,
5,8,"I don't know what the hell happened
"
,,
5,8,"between you two,
"
,,
5,8,"but you'd better go upstairs
"
,,
5,8,"and straighten it out right now.
"
,,
5,8,"This is even worse than when you ate
"
,,
5,8,"that bubblegum out of the garbage.
"
,,
5,8,"Brian, did you get
"
,,
5,8,"into the garbage last night?
"
,,
5,8,"Uh, no. Why?
"
,,
5,8," Don't lie to me, Brian.
"
,,
5,8," I'm not lying.
"
,,
5,8,"Uh, Meg, you got a minute?
"
,,
5,8,"What the hell?
"
,,
5,8," I made that for you, Brian.
"
,,
5,8," Meg!
"
,,
5,8,"Look, you obviously didn't hear me
"
,,
5,8,"yesterday, so I'll explain it again.
"
,,
5,8,"And here to assist me is headmaster
"
,,
5,8,"of the New York School
"
,,
5,8,"For The Hard of Hearing,
"
,,
5,8,"Mr. Garret Morris.
"
,,
5,8,"Meg, we're not boyfriend and girlfriend.
"
,,
5,8,"We're not boyfriend and girlfriend!
"
,,
5,8,"I will never be attracted to you.
"
,,
5,8,"I will never be attracted to you!
"
,,
5,8,"You're acting like a psycho bitch.
"
,,
5,8,"You're acting like a psycho bitch!
"
,,
5,8,"Good night and have
"
,,
5,8,"a pleasant tomorrow.
"
,,
5,8,"Good night and have a pleasant tomorrow!
"
,,
5,8,"I won't be ignored, Brian.
"
,,
5,8,"Mm, I like your ass.
"
,,
5,8,"Joe, I gotta tell you,
"
,,
5,8,"this whole cop thing ain't as exciting
"
,,
5,8,"as I thought it was gonna be.
"
,,
5,8,"When do we get to shoot some bad guys?
"
,,
5,8,"Guys, it's not all about action.
"
,,
5,8,"It's about staying vigilant
"
,,
5,8,"until you're needed.
"
,,
5,8," What are you doing?
"
,,
5,8," I'm watching Bonnie undress.
"
,,
5,8," Bonnie's your wife.
"
,,
5,8," I know.
"
,,
5,8,"I like to watch her strip and pretend
"
,,
5,8,"she's a woman who I've never met,
"
,,
5,8,"but who looks just like Bonnie
"
,,
5,8,"and lives in my house.
"
,,
5,8,"Get naked, you strange whore!
"
,,
5,8,"Peter, I haven't seen Meg or Brian
"
,,
5,8,"since last night.
"
,,
5,8,"I think something may have happened.
"
,,
5,8,"Mom, is it bad if I saw Meg tie up
"
,,
5,8,"Brian last night,
"
,,
5,8,"put him in the trunk of his car
"
,,
5,8,"and then drive away?
"
,,
5,8,"What?!
"
,,
5,8,"Chris, why didn't you say anything?!
"
,,
5,8,"I dropped the ball. I'm sorry.
"
,,
5,8,"I have just been buried in paperwork
"
,,
5,8,"for the past 72 hours.
"
,,
5,8,"Oh, my God, Brian was right.
"
,,
5,8,"Meg really must be obsessed with him.
"
,,
5,8,"Peter, we got to find them.
"
,,
5,8,"Don't worry, Lois, we're the police,
"
,,
5,8,"and we'll do our very best
"
,,
5,8,"to find Brian and girl Chris.
"
,,
5,8,"I'm really having
"
,,
5,8,"a great time tonight, Brian.
"
,,
5,8,"I can't believe you went
"
,,
5,8,"to all this trouble.
"
,,
5,8," Well, you know me.
"
,,
5,8," Oh, I do, Brian.
"
,,
5,8,"I know you so well.
"
,,
5,8," So, are you ready?
"
,,
5,8," For what?
"
,,
5,8,"For the fun we're gonna have, Brian.
"
,,
5,8,"We're gonna have fun tonight.
"
,,
5,8,"Good, old-fashioned,
"
,,
5,8,"all-American fun.
"
,,
5,8,"Listen, Meg,
"
,,
5,8,"I'm not gonna lie to you here.
"
,,
5,8,"I'm a little uncomfortable.
"
,,
5,8,"Oh, just relax. We're gonna be here
"
,,
5,8,"for a ""hwhile.""
"
,,
5,8," Well, I don't know if... Wait, what?
"
,,
5,8," We're gonna be here for a hwhile.
"
,,
5,8," A hwhile?
"
,,
5,8," Yeah, a hwhile.
"
,,
5,8," You mean, a while.
"
,,
5,8," A hwhile.
"
,,
5,8," A while.
"
,,
5,8," A hwhile.
"
,,
5,8," A while.
"
,,
5,8," A hwhile.
"
,,
5,8," A while.
"
,,
5,8," Brian, you're acting ""wheird.""
"
,,
5,8,"Come on. That one doesn't even
"
,,
5,8,"have an ""H"" in it.
"
,,
5,8," Don't move, dirtbag!
"
,,
5,8," Holy crap, what the hell is this?
"
,,
5,8,"Brian, she's a teenager!
"
,,
5,8,"Yeah, Brian, you're doing the
"
,,
5,8,"same thing that Mia Farrow did
"
,,
5,8,"to that Oriental guy that Woody Allen
"
,,
5,8,"brought home from the circus.
"
,,
5,8,"Peter, hold on to that thought,
"
,,
5,8,"because I'm going to explain to you
"
,,
5,8,"when we get home all the things
"
,,
5,8,"that are wrong with that statement.
"
,,
5,8,"But first, Meg, you need to let Brian go.
"
,,
5,8," But, Mom, I love him!
"
,,
5,8," Honey, you're just confused.
"
,,
5,8,"I'm not confused!
"
,,
5,8,"I've never been more certain
"
,,
5,8,"about anything in my life!
"
,,
5,8,"I need him!
"
,,
5,8,"Meg, I know that's what
"
,,
5,8,"you think right now, but you're...
"
,,
5,8,"Oh, God, I wish
"
,,
5,8,"I could make you understand.
"
,,
5,8," You don't know what you need.
"
,,
5,8," I know what she needs.
"
,,
5,8," You do?
"
,,
5,8," You bet.
"
,,
5,8,"Bring her by my house around
"
,,
5,8,"Hi, Mr. Quagmire.
"
,,
5,8,"Mom said I should come over here.
"
,,
5,8,"Have a seat, Meg.
"
,,
5,8,"Soon it'll all become clear.
"
,,
5,8,"Excuse me, while I get a
"
,,
5,8,"little more comfortable.
"
,,
5,8,"Meg, I've watched you grow up
"
,,
5,8,"from a playful little girl
"
,,
5,8,"into a very special young woman.
"
,,
5,8,"Now you probably just think of me as
"
,,
5,8,"square old Mr. Quagmire from next door,
"
,,
5,8,"but I've been around the block
"
,,
5,8,"a few times,
"
,,
5,8,"learned a couple things,
"
,,
5,8,"and I can tell you this,
"
,,
5,8,"there's no reason to grow up too fast.
"
,,
5,8,"Teenage girls are exposed
"
,,
5,8,"to so much these days.
"
,,
5,8,"I can see why a relationship
"
,,
5,8,"looks glamorous,
"
,,
5,8,"but you've got all the time in the world
"
,,
5,8,"and a lot of wonderful experiences
"
,,
5,8,"ahead of ya.
"
,,
5,8,"Hang on. I want to give you something.
"
,,
5,8,"This book helped me
"
,,
5,8,"when I was about your age.
"
,,
5,8,"It let me know that as long
"
,,
5,8,"as I kept on rolling,
"
,,
5,8,"I'd find that one person
"
,,
5,8,"who would make me whole.
"
,,
5,8," Thanks, Mr. Quagmire.
"
,,
5,8," You don't have to thank me.
"
,,
5,8,"Now get on out of here,
"
,,
5,8,"you little scamp.
"
,,
5,8," All right, ladies, you ready for action?
"
,,
5,8," We sure are, Glen.
"
,,
5,8," Do you have the ""hwhip""?
"
,,
5,8," Got it right here... wait. What?
"
,,
5,8,"Hello, I'm Tom Tucker.
"
,,
5,8,"Coming up at 11:00,
"
,,
5,8,"Quahog police return to active duty
"
,,
5,8,"after giving up the search for fictitious
"
,,
5,8,"Romancing The Stone character
"
,,
5,8,"Elaine Wilder.
"
,,
5,8,"Plus, in national news,
"
,,
5,8,"America's scoutmasters are asking :
"
,,
5,8,"""Why are the kids so shy in the shower?""
"
,,
5,8,"And in entertainment,
"
,,
5,8,"is Annette Benning made of leather?
"
,,
5,8,"A local tanner has a
"
,,
5,8,"surprising revelation.
"
,,
5,8," We'll have all this and what else, Ollie?
"
,,
5,8," Sports!
"
,,
5,8,"And sports. Join us at 11:00.
"
,,
5,8,"Synchronisation : Kemar
"
,,
5,8,"Transcript : Raceman
"
,,
5,8,"www.forom.com
"
,,
5,9,"Family guy
"
,,
5,9,"www.forom.com
"
,,
5,9,"Synchronisation : Kemar
"
,,
5,9,"Transcript : Raceman
"
,,
5,9,"Oh, Peter, you're selling your anvil?
"
,,
5,9,"Yeah, I've had a lot of good times
"
,,
5,9,"with this thing.
"
,,
5,9,"Ooh! A dollar!
"
,,
5,9," Hey there, Chris.
"
,,
5,9," Hi, Mr. Herbert.
"
,,
5,9," Selling your old hand-me-downs?
"
,,
5,9," Yep.
"
,,
5,9,"You got anything you used
"
,,
5,9,"to wear in the summertime?
"
,,
5,9," Just these old shorts.
"
,,
5,9," Sweet Jesus.
"
,,
5,9," Give you a dollar for this.
"
,,
5,9," Sold.
"
,,
5,9,"Brian, where's Rupert?
"
,,
5,9,"I just left him here to watch my things.
"
,,
5,9," What?
"
,,
5,9," Uh, nothing, I haven't seen him.
"
,,
5,9,"It's not like him to wander off.
"
,,
5,9,"Rupert? Rupert!
"
,,
5,9,"Oh, no. What if he's been kidnapped?
"
,,
5,9," Well, let's just calm down...
"
,,
5,9," I've got to save him, Brian.
"
,,
5,9,"What if he's dead?
"
,,
5,9,"I don't think I can handle a funeral.
"
,,
5,9,"Of all the souls I have
"
,,
5,9,"encountered in my travels,
"
,,
5,9,"his was the most...
"
,,
5,9,"human.
"
,,
5,9,"Orders... hup!
"
,,
5,9,"Holy crap.
"
,,
5,9,"Evel Knievel gloves!
"
,,
5,9,"I bet I could do a wheelie with these!
"
,,
5,9,"How much for the gloves?
"
,,
5,9," Peter, those are yours.
"
,,
5,9," Ten bucks.
"
,,
5,9,"Two. Seven. Four. $5.50. Ten. Sold!
"
,,
5,9,"Sucker. I would've gone
"
,,
5,9,"to $15, easy. I am so stupid.
"
,,
5,9,"Awesome!
"
,,
5,9,"Peter, you can't drive the car over that.
"
,,
5,9,"You're gonna get hurt.
"
,,
5,9,"Lois, I don't come down to Burger King
"
,,
5,9,"and tell you how to do your job.
"
,,
5,9," Peter, I don't work at Burger...
"
,,
5,9," I don't work at burgaga... I'm busy.
"
,,
5,9,"Now if you'll excuse me,
"
,,
5,9,"I have some death to defy.
"
,,
5,9,"This is just like what happened with
"
,,
5,9,"Matthew Broderick, except no one's dead.
"
,,
5,9," Hey, Joe.
"
,,
5,9," Good morning, Peter.
"
,,
5,9," I'm here to revoke your driver's license.
"
,,
5,9," What?! Why?!
"
,,
5,9,"We got reckless driving,
"
,,
5,9,"disturbing the peace,
"
,,
5,9,"plus the driver of one of
"
,,
5,9,"the other cars was a virgin
"
,,
5,9,"whose hymen was busted
"
,,
5,9,"by the airbag, so rape.
"
,,
5,9,"Okay, well, I guess
"
,,
5,9,"you can take my license.
"
,,
5,9,"'Course it's all the way up here.
"
,,
5,9,"Peter, knock if off. Give it to me.
"
,,
5,9,"Give me the damn license.
"
,,
5,9,"This is in poor taste, Peter.
"
,,
5,9,"You're starting to piss me off.
"
,,
5,9,"You're starting to piss me off!
"
,,
5,9,"Aw, man, this sucks. I got no license.
"
,,
5,9,"I can't go anywhere.
"
,,
5,9,"Well, this is your own fault, Peter,
"
,,
5,9,"and if you want my opinion,
"
,,
5,9,"a little time away from the bar
"
,,
5,9,"will do you some good.
"
,,
5,9,"I'll show her.
"
,,
5,9,"I'll just go to another bar.
"
,,
5,9," And Peter! Yeah!
"
,,
5,9,"How's life in the fast lane, Mr. Peterson?
"
,,
5,9," Griffin.
"
,,
5,9," I can't find the on-ramp, Woody.
"
,,
5,9,"He was talking to me, Norm.
"
,,
5,9,"Quit stealing my punch lines,
"
,,
5,9,"you fat drunk.
"
,,
5,9,"That show stopped being funny after
"
,,
5,9,"Kirstie Alley ate Shelley Long.
"
,,
5,9,"Ah, man, now I can't even watch TV.
"
,,
5,9,"What the hell am I gonna do all day?
"
,,
5,9,"That's all right, that's okay.
"
,,
5,9,"I don't need TV.
"
,,
5,9,"I'll just make my own sitcom in my head.
"
,,
5,9,"And I'll give it
"
,,
5,9,"an upbeat '80s sitcom theme.
"
,,
5,9,"with that lady, but I did.</i>
"
,,
5,9,"Why have you brought me
"
,,
5,9,"to the toy store, Brian?
"
,,
5,9,"I'm buying you another Rupert.
"
,,
5,9,"Hey, this one's cute, huh?
"
,,
5,9,"And if we buy it,
"
,,
5,9,"they save a real gorilla in the wild.
"
,,
5,9,"And if we don't, they kill one.
"
,,
5,9,"Wow, these guys are playing hardball.
"
,,
5,9,"You can't just take some Korean-made
"
,,
5,9,"velveteen primate and call it Rupert.
"
,,
5,9,"Now come on, this is all time we could
"
,,
5,9,"be using to find Rupert's kidnappers.
"
,,
5,9,"Look, I, uh...
"
,,
5,9,"I may as well come clean with you.
"
,,
5,9,"Rupert wasn't kidnapped.
"
,,
5,9,"I accidentally sold him at the yard sale.
"
,,
5,9,"You son of a bitch!
"
,,
5,9,"Come on, Stewie, I'm really sorry.
"
,,
5,9,"It was an accident.
"
,,
5,9,"Damn you, Brian.
"
,,
5,9,"How could you sell Rupert?
"
,,
5,9,"What you've done is more horrible
"
,,
5,9,"than sex with Sharon Stone.
"
,,
5,9,"Wow, that was great!
"
,,
5,9,"One minute I'm filling up at Chevron,
"
,,
5,9,"and the next I'm having sex
"
,,
5,9,"with Sharon Stone.
"
,,
5,9,"Yeah. Now comes the best part.
"
,,
5,9," Get out of the fridge, Peter.
"
,,
5,9," There is no Peter, only Zuul.
"
,,
5,9,"I said get out of the fridge!
"
,,
5,9,"All right, all right! Geez, Lois,
"
,,
5,9,"I'm just trying to amuse myself,
"
,,
5,9,"since I don't have a damn
"
,,
5,9,"driver's license.
"
,,
5,9,"Peter, it's getting a little annoying
"
,,
5,9,"having you around the house all the time.
"
,,
5,9,"So you'll be happy to know
"
,,
5,9,"I got you your own personal driver.
"
,,
5,9,"My own driver?! Holy crap,
"
,,
5,9,"that's awesome! Where is he?
"
,,
5,9," She's right here, Peter.
"
,,
5,9," Meg?!
"
,,
5,9,"Yeah, Dad. I don't mind driving you
"
,,
5,9,"around till you get your license back.
"
,,
5,9,"What?!
"
,,
5,9,"Lois, this is the best you could do?!
"
,,
5,9,"Well, it was either Meg
"
,,
5,9,"or a talking monkey smoking a cigar,
"
,,
5,9,"but I didn't you'd like that.
"
,,
5,9,"I've already accepted another job.
"
,,
5,9,"Lois, you picked the opposite
"
,,
5,9,"thing that I would like.
"
,,
5,9,"It's all right.
"
,,
5,9,"I would've driven you bananas.
"
,,
5,9,"Oh, oh, and he makes jokes.
"
,,
5,9,"Nice going, Lois.
"
,,
5,9,"Dad, are you ready?
"
,,
5,9," What exactly are you trying to do?
"
,,
5,9," It's very simple, Brian.
"
,,
5,9,"I've taken DNA from the dollar bill
"
,,
5,9,"you were paid for Rupert.
"
,,
5,9,"Now to check that DNA
"
,,
5,9,"against the federal database.
"
,,
5,9,"Ooh, we have a match!
"
,,
5,9,"Stanford Cordray, 89 Spooner Street.
"
,,
5,9,"That's only a few blocks away.
"
,,
5,9,"Let's go!
"
,,
5,9,"Hello? Hello?
"
,,
5,9,"It can't be.
"
,,
5,9,"This house is deserted.
"
,,
5,9,"He moved. He's gone.
"
,,
5,9,"Rupert's gone.
"
,,
5,9,"Wait a minute, look!
"
,,
5,9,"The moving truck.
"
,,
5,9,"We're not too late.
"
,,
5,9," Can I help you, gentlemen?
"
,,
5,9," Follow that truck.
"
,,
5,9,"Didn't you hear me?
"
,,
5,9,"I said, ""Follow that truck.""
"
,,
5,9,"Oh, I heard you.
"
,,
5,9,"What I didn't hear was, ""Please.""
"
,,
5,9,"I always enjoy traveling companions.
"
,,
5,9,"Let's play 20 questions.
"
,,
5,9,"Am I Bo Bice? Yes, I am.
"
,,
5,9,"Well played, worthy adversary.
"
,,
5,9,"We're gaining on him!
"
,,
5,9,"I'm coming, Rupert!
"
,,
5,9," I'm sorry, but I can go no further.
"
,,
5,9," What?! Why not?!
"
,,
5,9,"If I enter Connecticut,
"
,,
5,9,"I'm entering every state
"
,,
5,9,"that Connecticut's ever been with.
"
,,
5,9,"Good luck, brave travelers.
"
,,
5,9,"No! We were so close!
"
,,
5,9,"I say, what a bit of serendipity.
"
,,
5,9,"Now we've got that fellow's address.
"
,,
5,9,"Let's see...
"
,,
5,9,"""Aspen, Colorado.""
"
,,
5,9,"Well, you can forget that.
"
,,
5,9,"We're not going all the way to Aspen.
"
,,
5,9,"What?!
"
,,
5,9,"But I can't leave Rupert to perish.
"
,,
5,9,"For the rest of my life,
"
,,
5,9,"I'll be as lonely
"
,,
5,9,"as Pat Robertson and Jerry Falwell
"
,,
5,9,"after the rapture.
"
,,
5,9,"Damn it, Jerry, why are
"
,,
5,9,"we the only ones still here?
"
,,
5,9,"I don't know, we hated
"
,,
5,9,"all the right things.
"
,,
5,9," Now there's nothing left to hate.
"
,,
5,9," I'm gonna hate that rock.
"
,,
5,9," No, I'm gonna hate that rock.
"
,,
5,9," Let's both hate that rock.
"
,,
5,9," I hate you.
"
,,
5,9," I hate you, too.
"
,,
5,9,"Look, Stewie,
"
,,
5,9,"don't you think, at some point,
"
,,
5,9,"you're gonna have to let Rupert go?
"
,,
5,9,"I mean, you are getting a
"
,,
5,9,"little old to have a teddy bear.
"
,,
5,9," Brian, I'm one!
"
,,
5,9," Still? What?
"
,,
5,9,"Look, I'm not going to Colorado.
"
,,
5,9,"I'm turning around and going home.
"
,,
5,9,"Fine, then, I'll go by myself.
"
,,
5,9,"See you from the back of my milk carton.
"
,,
5,9,"Want that on your conscience, Brian?
"
,,
5,9,"Try explaining this to Lois.
"
,,
5,9,"You'll wind up in a Dumpster with a
"
,,
5,9,"bunch of slow, unadoptable greyhounds.
"
,,
5,9,"Don't joke about that.
"
,,
5,9,"That's like the Holocaust to us.
"
,,
5,9,"Yeah, well, when greyhounds
"
,,
5,9,"start running The New York Times
"
,,
5,9,"and the World Bank,
"
,,
5,9,"I'll be more inclined to believe you.
"
,,
5,9,"Now, are you coming or not?
"
,,
5,9,"Fine.
"
,,
5,9,"Won't you lend me your name...</i>
"
,,
5,9," Who sings that song?
"
,,
5,9," James Taylor.
"
,,
5,9,"Yeah, let's keep it that way.
"
,,
5,9,"This sucks. Can you believe
"
,,
5,9,"I'm stuck with Meg driving me around?
"
,,
5,9,"Dad, it's just you and me in the car.
"
,,
5,9,"Don't remind me.
"
,,
5,9,"It's bad enough
"
,,
5,9,"I got a suspended license,
"
,,
5,9,"I gotta ride around town
"
,,
5,9,"with Stinky McPoop-Pants.
"
,,
5,9," I want apple juice.
"
,,
5,9," Dad, you left your apple juice at home.
"
,,
5,9,"I want apple juice!
"
,,
5,9," You want to watch SpongeBob?
"
,,
5,9," Yes.
"
,,
5,9,"With apple juice.
"
,,
5,9,"SpongeBob.
"
,,
5,9,"Thanks for the ride, Bandit.
"
,,
5,9,"Good luck tapping some of that
"
,,
5,9,"hot, hot Sally Field tail.
"
,,
5,9,"Knock it off. I don't like it
"
,,
5,9,"any more than you do.
"
,,
5,9,"Where the hell are we?
"
,,
5,9,"Oh, this is history right here, Brian.
"
,,
5,9,"Gettysburg. Billy Yanks. The 20th Maine.
"
,,
5,9,"So many lives lost.
"
,,
5,9,"All in pursuit of the ideal that no man
"
,,
5,9,"should be subjugated
"
,,
5,9,"because of the color of his skin.
"
,,
5,9,"These boys paid the ultimate price here.
"
,,
5,9,"For equality. For humanity.
"
,,
5,9," You're welcome.
"
,,
5,9," I'm sorry?
"
,,
5,9,"I'm just sayin', make it
"
,,
5,9,"worth our while, you know?
"
,,
5,9,"We wrote a pretty big check
"
,,
5,9,"for you folks here, so, um...
"
,,
5,9,"You know, whatever. It's fine. It's fine.
"
,,
5,9,"Doesn't matter. Just, uh... I...
"
,,
5,9,"Just hope you're making the best
"
,,
5,9,"of what we gave you here.
"
,,
5,9,"I would say that,
"
,,
5,9,"given the events that preceded it,
"
,,
5,9,"the couple hundred years or so,
"
,,
5,9,"maybe we're about even.
"
,,
5,9,"Yeah, no, no. We gave more.
"
,,
5,9,"Hey, Cleveland,
"
,,
5,9,"who would you rather do :
"
,,
5,9,"Queen Latifah or Halle Berry,
"
,,
5,9,"but she's been dead for six hours?
"
,,
5,9,"Aw, man.
"
,,
5,9,"That's a tough one.
"
,,
5,9,"God, will you guys
"
,,
5,9,"just shut up back there?!
"
,,
